0,1,2,3,4,5,6,7,8,9,10
284,"Общество с ограниченной ответственностью ""Компания ""Строй-Холдинг""",Исключен,74,12.02.2009 00:00:00,1085032010557,5032196919,не указано,не указано,500000,не указано
285,"Общество с ограниченной ответственностью ""Альянс сервис""",Исключен,43,12.02.2009 00:00:00,1035003966018,5020037382,не указано,не указано,300000,не указано
286,"Общество с ограниченной ответственностью научно-внедренческое и проектно-конструкторское предприятие ""КЭНЭС""",Исключен,209,20.10.2009 00:00:00,1035005006035,5027004509,не указано,не указано,1000000,не указано
287,"Общество с ограниченной ответственностью ""Электроспецмонтаж""",Исключен,96,12.02.2009 00:00:00,1035005901831,5030020758,не указано,не указано,300000,не указано
288,"Общество с ограниченной ответственностью ""ИнжКомСтрой-Л""",Исключен,472,23.12.2009 00:00:00,1065027031024,5027122171,не указано,не указано,300000,не указано
289,"Общество с ограниченной ответственностью ""Фирма АНТ""",Исключен,229,03.11.2009 00:00:00,1025000928633,5005028680,не указано,не указано,300000,не указано
290,"Общество с ограниченной ответственностью ""Электромонтаж""",Исключен,383,02.12.2009 00:00:00,1055005168680,5029086465,не указано,не указано,1000000,не указано
291,"Общество с ограниченной ответственностью ""СОЛАРФОН""",Исключен,132,12.02.2009 00:00:00,1085024005153,5024098234,не указано,не указано,300000,не указано
292,"Общество с ограниченной ответственностью ""Комплекттрансспец""",Исключен,207,09.04.2010 00:00:00,1035010203678,5050038961,не указано,не указано,300000,не указано
293,"Общество с ограниченной ответственностью ""МособлСтройИнжиниринг""",Исключен,239,20.08.2014 00:00:00,1055009339417,5047068758,не указано,не указано,300000,не указано
294,"Общество с ограниченной ответственностью ""УГМК АСК""",Является членом,1269,04.06.2018 00:00:00,1157746447946,7718177230,500000,не превышает пятьсот миллионов рублей,0,не указано
295,"Общество с ограниченной ответственностью ""ОСК""",Является членом,1608,23.03.2020 00:00:00,1197746265530,9723084087,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
296,"Общество с ограниченной ответственностью ""СДТ""",Является членом,1229,17.05.2018 00:00:00,1147748009430,7716792864,1500000,не превышает три миллиарда рублей,200000,не превышает шестьдесят миллионов рублей
297,"Общество с ограниченной ответственностью ""Одиссей Констракшн""",Исключен,1600,04.03.2020 00:00:00,1207700059852,9721094594,100000,не превышает шестьдесят миллионов рублей,0,не указано
298,"Общество с ограниченной ответственностью ""Научно-производственный центр ""Элемент""",Является членом,864,10.11.2017 00:00:00,1027739582518,7722108912,100000,не превышает шестьдесят миллионов рублей,0,не указано
299,"Общество с ограниченной ответственностью ""Капитал Строй Инвест""",Является членом,1445,24.01.2019 00:00:00,1107746109503,7725688193,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
300,"Общество с ограниченной ответственностью ""Евроланд""",Исключен,1123,15.02.2018 00:00:00,1097746100913,7715749295,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
301,"Общество с ограниченной ответственностью ""ИНВЕСТИЦИОННО-ПРОМЫШЛЕННАЯ КОМПАНИЯ ПРОМСТРОЙИНЖИНИРИНГ""",Является членом,1418,07.12.2018 00:00:00,1157746298566,7701098029,100000,не превышает шестьдесят миллионов рублей,0,не указано
302,"Общество с ограниченной ответственностью ""СтройКомпас""",Является членом,622,20.06.2017 00:00:00,1097746425160,7714784890,1500000,не превышает три миллиарда рублей,4500000,не превышает три миллиарда рублей
303,"Акционерное общество ""Нордео Э""",Исключен,221,28.04.2014 00:00:00,0000000000000,9909409929,1000000,не превышает пятьсот миллионов рублей,0,не указано
304,"Общество с ограниченной ответственностью ""Тренд Инжиниринг""",Является членом,1262,31.05.2018 00:00:00,1117746930476,7726686671,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
305,"Общество с ограниченной ответственностью ""Прецизион""",Является членом,1306,21.06.2018 00:00:00,5177746216566,9710043012,100000,не превышает шестьдесят миллионов рублей,0,не указано
306,"Общество с ограниченной ответственностью ""ВТС-СТРОЙ""",Является членом,1196,23.04.2018 00:00:00,1137746886848,7730693897,100000,не превышает шестьдесят миллионов рублей,0,не указано
307,"Акционерное общество ""ВЕРТЭКС""",Является членом,63,12.02.2009 00:00:00,1037729032703,7729433164,300000,не превышает шестьдесят миллионов рублей,0,не указано
308,"Общество с ограниченной ответственностью ""РусПромГрупп""",Является членом,647,23.06.2017 00:00:00,1107746151590,7705911132,100000,не превышает шестьдесят миллионов рублей,0,не указано
309,Индивидуальный предприниматель Халимовский Александр Александрович,Является членом,703,29.06.2017 00:00:00,314774624100701,770470493206,100000,не превышает шестьдесят миллионов рублей,0,не указано
310,"Общество с ограниченной ответственностью ""Гидротера""",Исключен,955,30.11.2017 00:00:00,1117746604095,7715877770,500000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
311,"Общество с ограниченной ответственностью ""Евро-Билд""",Является членом,84,12.09.2011 00:00:00,1085045002569,5045043613,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
312,"Закрытое акционерное общество ""ИНТЕГРА-С""",Является членом,202,20.10.2009 00:00:00,1057749507309,7726532696,800000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
313,"Общество с ограниченной ответственностью ""КАТЭН""",Является членом,176,25.02.2013 00:00:00,1097746832017,7720674630,500000,не превышает пятьсот миллионов рублей,2500000,не превышает пятьсот миллионов рублей
314,"Общество с ограниченной ответственностью ""Пайп сервис""",Является членом,39,12.05.2011 00:00:00,1177746024653,7733312878,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
315,"Общество с ограниченной ответственностью ""Р.Д. Менеджмент сервисез""",Является членом,1426,19.12.2018 00:00:00,1027739784016,7706170889,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
316,"Общество с ограниченной ответственностью ""2Б проект""",Является членом,1425,14.12.2018 00:00:00,1127746452338,7709905490,1500000,не превышает три миллиарда рублей,4500000,не превышает три миллиарда рублей
317,"Общество с ограниченной ответственностью ""Автоматизация и Телекоммуникации""",Является членом,1422,13.12.2018 00:00:00,1127847147460,7840467330,100000,не превышает шестьдесят миллионов рублей,2500000,не превышает пятьсот миллионов рублей
318,"Общество с ограниченной ответственностью ""ИЛГАР""",Исключен,1103,05.02.2018 00:00:00,1177746600701,9721050491,500000,не превышает пятьсот миллионов рублей,0,не указано
319,"Общество с ограниченной ответственностью ""ИЛИМ ЛЕССТРОЙ""",Исключен,819,20.10.2017 00:00:00,5147746161492,7703818522,100000,не превышает шестьдесят миллионов рублей,0,не указано
320,"Общество с ограниченной ответственностью ""ГК ДорСтрой-М""",Исключен,975,12.12.2017 00:00:00,1157746074750,7727049153,100000,не превышает шестьдесят миллионов рублей,2500000,не превышает пятьсот миллионов рублей
321,"Общество с ограниченной ответственностью ""Компания ""Радиал-С""",Исключен,1003,21.12.2017 00:00:00,1027700406161,7729317190,100000,не превышает шестьдесят миллионов рублей,0,не указано
322,"Общество с ограниченной ответственностью ""СтройМонтаж""",Исключен,730,30.06.2017 00:00:00,1147746944751,7743936931,750000,не превышает пятьсот миллионов рублей,1250000,не превышает шестьдесят миллионов рублей
323,"Общество с ограниченной ответственностью ""СпецМостоСтрой""",Исключен,1271,05.06.2018 00:00:00,1037701007288,7701324052,100000,не превышает шестьдесят миллионов рублей,0,не указано
324,"Общество с ограниченной ответственностью ""Югпромспецмонтаж""",Исключен,983,15.12.2017 00:00:00,1107746566784,7722722696,100000,не превышает шестьдесят миллионов рублей,0,не указано
325,"Общество с ограниченной ответственностью ""ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ-97""",Исключен,428,13.02.2017 00:00:00,1137746930573,7725805380,300000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
326,"Общество с ограниченной ответственностью ""ПК Северная""",Исключен,416,13.01.2017 00:00:00,1055100062412,5105007556,100000,не превышает шестьдесят миллионов рублей,0,не указано
327,"Общество с ограниченной ответственностью ""ТЭКЭнерго""",Исключен,786,25.09.2017 00:00:00,1137746868775,7701371736,100000,не превышает шестьдесят миллионов рублей,0,не указано
328,"Общество с ограниченной ответственностью ""Альфа Строй""",Исключен,990,20.12.2017 00:00:00,1057748739047,7704575270,500000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
329,"Общество с ограниченной ответственностью ""МВСтрой""",Исключен,959,01.12.2017 00:00:00,5147746201631,7701410167,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
330,"Общество с ограниченной ответственностью ""Декор Сити""",Исключен,943,30.11.2017 00:00:00,1037739347920,7721189316,100000,не превышает шестьдесят миллионов рублей,0,не указано
331,"Общество с ограниченной ответственностью ""ЗорСтрой""",Исключен,1406,14.11.2018 00:00:00,1107746109437,7731644719,100000,не превышает шестьдесят миллионов рублей,0,не указано
332,"Общество с ограниченной ответственностью ""Мосзеленстрой""",Исключен,861,10.11.2017 00:00:00,5157746112816,7729484480,500000,не превышает пятьсот миллионов рублей,0,не указано
333,"Общество с ограниченной ответственностью ""ЛюксСтрой""",Исключен,872,15.11.2017 00:00:00,1067746476731,7722574737,500000,не превышает пятьсот миллионов рублей,0,не указано
334,"Общество с ограниченной ответственностью ""Климатика""",Исключен,612,19.06.2017 00:00:00,1157746137273,7722317634,100000,не превышает шестьдесят миллионов рублей,0,не указано
335,"Общество с ограниченной ответственностью ""Яркос""",Исключен,1190,18.04.2018 00:00:00,1107746896069,7719763460,100000,не превышает шестьдесят миллионов рублей,2500000,не превышает пятьсот миллионов рублей
336,"Общество с ограниченной ответственностью ""ТЕХНОЛОГИЯ СТРОИТЕЛЬСТВА ПЛЮС""",Исключен,441,13.03.2017 00:00:00,5157746037720,7704335214,100000,не превышает шестьдесят миллионов рублей,0,не указано
337,"Общество с ограниченной ответственностью ""ОМЗ-ДЭЛИМ""",Исключен,268,04.09.2015 00:00:00,1157746550103,9705041669,5500000,составляет десять миллиардов рублей и более,4500000,не превышает три миллиарда рублей
338,"Общество с ограниченной ответственностью ""ПСК ВИСТА""",Исключен,384,13.12.2016 00:00:00,1147746759710,7703813299,1500000,не превышает три миллиарда рублей,0,не указано
339,"Общество с ограниченной ответственностью ""СК-металл""",Исключен,76,16.08.2011 00:00:00,1087746353133,7743682959,300000,не превышает шестьдесят миллионов рублей,0,не указано
340,"Общество с ограниченной ответственностью ""Просвет""",Исключен,757,30.08.2017 00:00:00,5137746122047,7721814270,100000,не превышает шестьдесят миллионов рублей,0,не указано
341,"Общество с ограниченной ответственностью Строительная компания ""РАМОН""",Исключен,1243,21.05.2018 00:00:00,1167746410006,7716823551,100000,не превышает шестьдесят миллионов рублей,0,не указано
342,"Общество с ограниченной ответственностью ""СП Стальной канат""",Исключен,1058,12.01.2018 00:00:00,1137746338894,7701995364,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
343,"Общество с ограниченной ответственностью ""Тепломонтаж-Сервис""",Исключен,473,02.05.2017 00:00:00,1067746438506,7721552064,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
344,"Общество с ограниченной ответственностью ""Зет Эс-Строй""",Исключен,576,07.06.2017 00:00:00,1042600333247,2636044670,2000000,не превышает десять миллиардов рублей,0,не указано
345,"Общество с ограниченной ответственностью ""ПК ДЕЛЬТА""",Исключен,420,26.01.2017 00:00:00,1107746637570,7713712148,100000,не превышает шестьдесят миллионов рублей,0,не указано
346,"Общество с ограниченной ответственностью ""БизнесСтрой""",Исключен,1164,19.03.2018 00:00:00,1117746412145,7702763052,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
347,"Общество с ограниченной ответственностью ""МЕРИКОН""",Исключен,1440,21.01.2019 00:00:00,5147746081720,7716784800,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
348,"Общество с ограниченной ответственностью ""ЭнергоСтрой""",Исключен,1461,21.02.2019 00:00:00,1117746542143,7701924853,100000,не превышает шестьдесят миллионов рублей,0,не указано
349,"Общество с ограниченной ответственностью ""Интеллиджент Билдинг Технолоджис""",Исключен,1390,15.10.2018 00:00:00,1087746562991,7733654173,500000,не превышает пятьсот миллионов рублей,0,не указано
350,"Общество с ограниченной ответственностью ""Монтажстрой""",Является членом,1785,11.07.2022 00:00:00,1048900852054,8911020334,100000,не превышает шестьдесят миллионов рублей,0,не указано
351,"Общество с ограниченной ответственностью ""Регион-Строй""",Исключен,1701,25.03.2021 00:00:00,1217700046123,9703026217,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
352,"Общество с ограниченной ответственностью ""Датолит""",Исключен,1699,24.03.2021 00:00:00,1177746318155,7708313980,100000,не превышает шестьдесят миллионов рублей,0,не указано
353,"Общество с ограниченной ответственностью Компания ""ЦентрСтройЭнерго""",Является членом,1695,16.03.2021 00:00:00,1097746788952,7731639236,500000,не превышает пятьсот миллионов рублей,0,не указано
354,"Общество с ограниченной ответственностью ""Финансово-Строительная Корпорация ""Стратегия""",Исключен,1557,23.10.2019 00:00:00,1197746231649,7751160226,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
355,"Общество с ограниченной ответственностью ""Инженерная Компания ""Метод""",Исключен,1552,15.10.2019 00:00:00,1197746515890,7726456614,500000,не превышает пятьсот миллионов рублей,0,не указано
356,"Закрытое акционерное общество ""Рубеж-СТ""",Исключен,154,22.03.2010 00:00:00,1037739321729,7725111303,не указано,не указано,300000,не указано
357,"Общество с ограниченной ответственностью ""АКСЕС""",Исключен,51,20.01.2010 00:00:00,5087746333615,7728675308,не указано,не указано,300000,не указано
358,"Общество с ограниченной ответственностью ""Стройальянс АТ""",Исключен,164,22.03.2010 00:00:00,1047796741211,7708538984,не указано,не указано,300000,не указано
359,"Общество с ограниченной ответственностью ""СтройКаскад""",Исключен,20,12.02.2009 00:00:00,1077746076462,7709720900,не указано,не указано,300000,не указано
360,"Общество с ограниченной ответственностью ""Бытэнергосервис""",Исключен,23,12.02.2009 00:00:00,1067746252221,7703580132,не указано,не указано,300000,не указано
361,"Общество с ограниченной ответственностью ""Трансстрой""",Исключен,5,12.01.2010 00:00:00,1077760710830,7715668127,не указано,не указано,300000,не указано
362,"Общество с ограниченной ответственностью ""Производственная Строительная Компания ""ЦентрСтройДизайн""",Исключен,37,12.02.2009 00:00:00,1027739804828,7722219041,не указано,не указано,1000000,не указано
363,"Общество с ограниченной ответственностью Научно-производственная Компания ""Новые Технологии""",Исключен,111,16.02.2010 00:00:00,1037722017772,7722287669,не указано,не указано,300000,не указано
364,"Общество с ограниченной ответственностью ""СМУ ТЕЛЕМОНТАЖ""",Исключен,155,17.09.2009 00:00:00,1027739611107,7714032515,не указано,не указано,300000,не указано
365,"Общество с ограниченной ответственностью ""Строй-Универс""",Исключен,106,12.02.2010 00:00:00,1057746657737,7709603890,не указано,не указано,2000000,не указано
366,"Общество с ограниченной ответственностью ""КОНАС""     ",Исключен,481,28.12.2009 00:00:00,5087746371059,7704704052,не указано,не указано,300000,не указано
367,"Общество с ограниченной ответственностью Строительная компания ""Мосреконструкция""",Исключен,164,21.09.2009 00:00:00,1037707026576,7707326803,не указано,не указано,2000000,не указано
368,"Общество с ограниченной ответственностью ""УникомСтрой""",Исключен,4,12.02.2009 00:00:00,5087746663901,7717634349,не указано,не указано,300000,не указано
369,"Общество с ограниченной ответственностью ""РЕВВЕЛ - Строй Групп""",Исключен,192,08.10.2009 00:00:00,1087746719323,7705845585,не указано,не указано,2000000,не указано
370,"Общество с ограниченной ответственностью ""АКАДЕМИЯ ФАСАДА""",Исключен,1359,29.08.2018 00:00:00,1117746708530,7743828654,500000,не превышает пятьсот миллионов рублей,0,не указано
371,"Общество с ограниченной ответственностью ""СанИнжКом""",Исключен,1361,31.08.2018 00:00:00,1177746512701,7720382571,100000,не превышает шестьдесят миллионов рублей,0,не указано
372,"Общество с ограниченной ответственностью ""149-УНР""",Исключен,1372,20.09.2018 00:00:00,1145027006211,5027208830,100000,не превышает шестьдесят миллионов рублей,0,не указано
373,"Общество с ограниченной ответственностью ""СУ Строй Инвест""",Исключен,1373,21.09.2018 00:00:00,1187746011595,7716887273,100000,не превышает шестьдесят миллионов рублей,0,не указано
374,"Общество с ограниченной ответственностью ""МЕТРОПОЛИС-АЛЬФА""",Исключен,1378,27.09.2018 00:00:00,5107746048262,7733754717,100000,не превышает шестьдесят миллионов рублей,0,не указано
375,"Общество с ограниченной ответственностью ""Мостелекомстрой""",Исключен,1380,28.09.2018 00:00:00,1157746295453,7717284359,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
376,"Общество с ограниченной ответственностью ""Финансовая Строительная Компания ""Город""",Исключен,1383,02.10.2018 00:00:00,1047796440680,7721511406,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
377,"Общество с ограниченной ответственностью ""ГКР""",Является членом,1386,10.10.2018 00:00:00,1147746723288,7702840557,500000,не превышает пятьсот миллионов рублей,0,не указано
378,"Общество с ограниченной ответственностью ""СИММЕТРИЯ""",Является членом,1388,12.10.2018 00:00:00,1187746546019,7730244348,100000,не превышает шестьдесят миллионов рублей,0,не указано
379,"Общество с ограниченной ответственностью ""ОМНИ-СТРОЙ""",Исключен,989,20.12.2017 00:00:00,1157746840206,7725288452,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
380,"Общество с ограниченной ответственностью ""ВРС""",Исключен,994,20.12.2017 00:00:00,1167746175431,7716817156,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
381,"Общество с ограниченной ответственностью ""Строительная Диверсифицированная Компания""",Исключен,998,21.12.2017 00:00:00,1137746266767,7710936220,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
382,"Общество с ограниченной ответственностью ""ТехКом-Сервис""",Исключен,999,21.12.2017 00:00:00,1097746037510,7729627554,100000,не превышает шестьдесят миллионов рублей,0,не указано
383,"Общество с ограниченной ответственностью специализированный застройщик ""СтройАльянсИнжиниринг""",Исключен,1000,21.12.2017 00:00:00,1077746153979,7731559615,500000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
384,"Общество с ограниченной ответственностью ""М.С.К. Строй""",Исключен,1001,21.12.2017 00:00:00,1157746787549,9701007106,100000,не превышает шестьдесят миллионов рублей,0,не указано
385,"Общество с ограниченной ответственностью ""Эс-Ти-Ай""",Исключен,1002,21.12.2017 00:00:00,1107746408109,7701877057,500000,не превышает пятьсот миллионов рублей,0,не указано
386,"Акционерное общество Научно-производственное объединение ""Автоматизированные Вычислительные Системы""",Исключен,1004,21.12.2017 00:00:00,1157746580067,7702385650,100000,не превышает шестьдесят миллионов рублей,0,не указано
387,"Общество с ограниченной ответственностью ""Сантэл-Монтаж""",Исключен,1007,22.12.2017 00:00:00,1157746052958,7724303348,100000,не превышает шестьдесят миллионов рублей,0,не указано
388,"Общество с ограниченной ответственностью производственно-коммерческая фирма ""ФЛОТОН""",Является членом,1009,22.12.2017 00:00:00,1027700205686,7720023773,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
389,"Общество с ограниченной ответственностью ""Меркурий""",Исключен,1013,22.12.2017 00:00:00,5177746032272,9729150890,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
390,"Общество с ограниченной ответственностью ""Виста групп""",Исключен,896,17.11.2017 00:00:00,1137746796318,7705548960,500000,не превышает пятьсот миллионов рублей,0,не указано
391,"Общество с ограниченной ответственностью ""Генеральный Подрядчик-М""",Исключен,905,21.11.2017 00:00:00,1037739428913,7707024714,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
392,"Общество с ограниченной ответственностью ""Союз""",Исключен,897,17.11.2017 00:00:00,1157746800551,7721346576,500000,не превышает пятьсот миллионов рублей,0,не указано
393,"Общество с ограниченной ответственностью ""МАКСИСТРОЙ""",Исключен,957,01.12.2017 00:00:00,5167746226390,7735156889,100000,не превышает шестьдесят миллионов рублей,0,не указано
394,"Общество с ограниченной ответственностью ""СтройЭлит""",Исключен,346,23.11.2009 00:00:00,5087746021853,7715714020,не указано,не указано,300000,не указано
395,"Общество с ограниченной ответственностью ""МориД+""",Исключен,452,15.12.2009 00:00:00,1097760020566,7716624299,не указано,не указано,300000,не указано
396,"Акционерное общество ""ВЕСТА""",Исключен,790,27.09.2017 00:00:00,1147746655473,7704865959,100000,не превышает шестьдесят миллионов рублей,0,не указано
397,"Общество с ограниченной ответственностью ""Сетьэнергоресурс""",Исключен,801,03.10.2017 00:00:00,1137746420888,7728843626,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
398,"Общество с ограниченной ответственностью ""Строй Сервис""",Исключен,30,18.01.2010 00:00:00,1086320014296,6323108556,не указано,не указано,300000,не указано
399,"Общество с ограниченной ответственностью ""АДС XXL""",Исключен,804,03.10.2017 00:00:00,1137746144315,7735591472,100000,не превышает шестьдесят миллионов рублей,0,не указано
400,"Общество с ограниченной ответственностью ""ПКФ ФИНАНССТРОЙБЕТОН""",Является членом,808,09.10.2017 00:00:00,5087746249730,7705859676,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
401,"Общество с ограниченной ответственностью ""ВолгаТехСтрой""",Исключен,827,27.10.2017 00:00:00,1167746623505,9717032387,100000,не превышает шестьдесят миллионов рублей,0,не указано
402,"Общество с ограниченной ответственностью ""Дженерал Газ""",Исключен,821,24.10.2017 00:00:00,1157746527817,7717291420,100000,не превышает шестьдесят миллионов рублей,0,не указано
403,"Общество с ограниченной ответственностью ""МЕТТЭМ-Строительные Технологии""",Исключен,1019,25.12.2017 00:00:00,1147746334647,7707830009,100000,не превышает шестьдесят миллионов рублей,200000,не превышает шестьдесят миллионов рублей
404,"Общество с ограниченной ответственностью ""ТДК констракшн""",Исключен,1021,25.12.2017 00:00:00,1177746595630,7720385117,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
405,"Общество с ограниченной ответственностью ""Новые энергетические технологии""",Исключен,1026,25.12.2017 00:00:00,1067746699240,7703596943,100000,не превышает шестьдесят миллионов рублей,0,не указано
406,"Общество с ограниченной ответственностью ""ДУБРАВА""",Исключен,1027,25.12.2017 00:00:00,1137746034854,7717743235,100000,не превышает шестьдесят миллионов рублей,0,не указано
407,"Общество с ограниченной ответственностью ""ЦентрАтомЭнергоМонтаж""",Исключен,1033,26.12.2017 00:00:00,5107746048570,7720705198,100000,не превышает шестьдесят миллионов рублей,0,не указано
408,"Общество с ограниченной ответственностью ""СпецСтройМонтаж""",Исключен,1111,07.02.2018 00:00:00,5177746088493,7716873295,100000,не превышает шестьдесят миллионов рублей,0,не указано
409,"Общество с ограниченной ответственностью ""ФАСАДНЫЕ ТЕХНОЛОГИИ""",Исключен,1112,07.02.2018 00:00:00,1157746804819,7723407263,100000,не превышает шестьдесят миллионов рублей,0,не указано
410,"Общество с ограниченной ответственностью ""ЕвроАрм""",Исключен,1119,14.02.2018 00:00:00,1127746034921,7733790560,500000,не превышает пятьсот миллионов рублей,0,не указано
411,"Общество с ограниченной ответственностью ""Сетьмонтаж""",Исключен,1120,14.02.2018 00:00:00,5177746214080,7714418389,100000,не превышает шестьдесят миллионов рублей,0,не указано
412,"Общество с ограниченной ответственностью ""БИЗНЕССТРОЙГРУПП""",Исключен,1124,15.02.2018 00:00:00,5157746119911,7722348368,100000,не превышает шестьдесят миллионов рублей,не указано,не указано
413,"Общество с ограниченной ответственностью ""МГ-Сервис""",Исключен,1125,15.02.2018 00:00:00,5137746144663,7704851642,100000,не превышает шестьдесят миллионов рублей,0,не указано
414,"Общество с ограниченной ответственностью ""Капитал-строй""",Исключен,1127,20.02.2018 00:00:00,1117746986708,7728792330,500000,не превышает пятьсот миллионов рублей,200000,не превышает шестьдесят миллионов рублей
415,"Общество с ограниченной ответственностью ""Алмак-Строй""",Исключен,1133,21.02.2018 00:00:00,1147746325440,7716770691,500000,не превышает пятьсот миллионов рублей,0,не указано
416,"Общество с ограниченной ответственностью ""ИнтерСтрой""",Исключен,1134,22.02.2018 00:00:00,1147746693600,7703812520,100000,не превышает шестьдесят миллионов рублей,0,не указано
417,"Общество с ограниченной ответственностью ""Электрон Сервис - К""",Исключен,1135,22.02.2018 00:00:00,1097746810116,7703712276,100000,не превышает шестьдесят миллионов рублей,0,не указано
418,"Общество с ограниченной ответственностью ""ТехноИнвест""",Исключен,1138,26.02.2018 00:00:00,1147746942397,7743936836,100000,не превышает шестьдесят миллионов рублей,0,не указано
419,"Акционерное общество ""Технологические  решения""",Исключен,1136,22.02.2018 00:00:00,1157746263146,7708251822,100000,не превышает шестьдесят миллионов рублей,0,не указано
420,"Общество с ограниченной ответственностью ""Инфинит Груп""",Исключен,1140,26.02.2018 00:00:00,1097746841565,7709845360,100000,не превышает шестьдесят миллионов рублей,0,не указано
421,"Общество с ограниченной ответственностью ""МосКапСтрой""",Исключен,1145,28.02.2018 00:00:00,1127747208555,7705527423,100000,не превышает шестьдесят миллионов рублей,0,не указано
422,"Общество с ограниченной ответственностью ""Строительная компания ""Деал Групп""",Исключен,1146,28.02.2018 00:00:00,5137746010144,7733859928,100000,не превышает шестьдесят миллионов рублей,0,не указано
423,"Акционерное общество ""ГИДРОМАШСЕРВИС""",Исключен,1149,05.03.2018 00:00:00,1027739083580,7733015025,1500000,не превышает три миллиарда рублей,4500000,не превышает шестьдесят миллионов рублей
424,"Акционерное общество ""Научно-производственный центр газотурбостроения ""Салют""",Исключен,1151,06.03.2018 00:00:00,1157746315539,7719409437,100000,не превышает шестьдесят миллионов рублей,0,не указано
425,"Общество с ограниченной ответственностью ""Новоспасский Мост""",Исключен,1152,07.03.2018 00:00:00,1097746836571,7725684551,100000,не превышает шестьдесят миллионов рублей,0,не указано
426,"Общество с ограниченной ответственностью ""Аккорд Спецстрой""",Исключен,1157,13.03.2018 00:00:00,1156234006389,6229076280,2000000,не превышает десять миллиардов рублей,7000000,не превышает десять миллиардов рублей
427,"Общество с ограниченной ответственностью ""Тайфун""",Исключен,1160,14.03.2018 00:00:00,1167746112148,7727281678,100000,не превышает шестьдесят миллионов рублей,0,не указано
428,"Общество с ограниченной ответственностью КБ ""Бестраншейные технологии""",Исключен,1163,19.03.2018 00:00:00,1107746635039,7726659212,100000,не превышает шестьдесят миллионов рублей,0,не указано
429,"Общество с ограниченной ответственностью ""ИФС Групп""",Исключен,1166,22.03.2018 00:00:00,1077758593197,7719643733,100000,не превышает шестьдесят миллионов рублей,0,не указано
430,"Общество с ограниченной ответственностью ""Титан-МК""",Исключен,1169,27.03.2018 00:00:00,1097746755402,7719737396,100000,не превышает шестьдесят миллионов рублей,0,не указано
431,"Общество с ограниченной ответственностью ""АЛВИКОН М""",Исключен,1171,28.03.2018 00:00:00,1177746527430,9715303017,100000,не превышает шестьдесят миллионов рублей,0,не указано
432,"Общество с ограниченной ответственностью ""ЭНГУЛ-ПАУЭРТЕХ""",Исключен,1172,28.03.2018 00:00:00,1157746396884,7715478790,100000,не превышает шестьдесят миллионов рублей,0,не указано
433,"Общество с ограниченной ответственностью ""ВЫМПЕЛСТРОЙ""",Исключен,1176,02.04.2018 00:00:00,1127747291748,7733827250,100000,не превышает шестьдесят миллионов рублей,0,не указано
